BARBARIAN;
Aside from the immortal, most fey live for upward of 300 years, and they change forms (including gender) based on their innermost feelings, so that the most unstable of fey can wildly change their type almost a dozen times over the course of their lives. Two fey can have children of different types than themselves.;
Magical Beings.;
They appear to be sensitive to energy, as one of them made the comment that fairies are all about energy.;
In addition, it seems they also suffer from arithmomania, a mental disorder that may be seen as an expression of obsessive-compulsive disorder. Sufferers of this disorder have the overwhelming impulse to count their actions or objects in their surroundings. Because of this (and regardless of how powerful any fairy may be), it must stop what it is doing to count every grain of sugar or salt, one by one, if someone pours it in front of them.;
Faeries appear as beautiful creatures with pointed ears and glossy thin skin. This is however just an illusion to appeal to the dominant species of their current dimension. In reality they are much less attractive, appearing similar to wood elves or goblins. Faeries are super-humanly strong and durable. They possess longevity but are not outright immortal.;
Fairies are incredibly powerful magical beings, being apparently all about energy.;
They can only be seen if they want to be. This ability continues to work, even after the fairy in question's death, meaning humans who haven't been to the fairy realm can't see their remains.;
Able to cast vivid and convincing illusions in order to trick others, as demonstrated with the illusion on the fae world, making it appear more appealing and beautiful. This ability is very similar to their shapeshifting ability if not the same.;
Faeries specialize in the anticipation of events through time and space, either in the future or a far away location. Faeries are notable for possessing an unusually high wisdom from wizards, with strong and cautious judgment, preferring to use violence only as a last resort. Many faeries are also strong judges of character, with an insightful nature in all matters.;
Faeries are not necessarily cowards but exhaust all other options before proceeding into combat. While faeries can be useful due to their anticipation of others' attacks some are irritatingly hesitant, making them nigh useless at times. When forced into battle, faeries are in natural opposition to illusionists, whose tricks they can unravel with their own spells.;
Some fairies, even some of the most ugly and horrifying, can be benevolent and helpful. Other fairies can be evil and malicious, even some of the most beautiful. What they have in common is that all fairies are considered to be both mischievous and capricious. They love to play tricks and their attitude can change from happy or friendly to ferocious without warning if they are somehow offended.;
WIZARD;
Your soul is inundated with power. Let it overflow, and your enemies will quickly learn to fear it. Wizards are a type of magic user. Athletic, affable, and self-assured, wizards hardly seem like scholarly bibliophiles hidden away from civilization. They possess many of the same skills as the male members of the magic clans, but excel at the use of elemental magic. Like most mages, they consider melee combat vulgar.;
Wizard is a battle-ready warrior for whom faith is a shield, and fights for what he believes to be right. His steadfastness gives him powers to bestow blessings to his friends and wreak cruel justice on foes. There are those who call the wizard an overwrought zealot, but others recognize in him the strength and goodness of the light.;
Originally from the lands of the west, the knights of the faith, also known as wizards.;
Wizards work with their allies more closely than some of the more single-minded wizard variants and this is one of their strengths. Wizards use their spells to overcome social obstacles, convince enemies to lay down arms, or put foes into a daze. The most dangerous ability of an wizard is their ability to turn an enemy into an ally, or vice versa, or to incapacitate an enemy in such a way that renders them as good as dead.;
Wizards can be good or evil and have no overall strong alignment tendencies. Overall, enchanters are chaotic over evil, though only by a slim margin. Good wizards are defined by their restraint when it comes to using enchantments to violate another's being's free will, while evil enchanters show little such restraint.;
Wizard's magic is a unique blend of arcane magic with the elemental power of creation and those who specialize in it are known as evokers. Wizards are often stubbornly determined by nature and have little use for distractions of the real world, living in very often spartan conditions. Many wizards are decisive and forthright, who are sure of what they must do, be it good or evil, giving them many qualities of strong leadership.;
Wizard are naturally adept at combat, making them some of the most common wizard adventurers. Most evocation spells have an immediately obvious combat application, such as magic missile or fireball and make evokers valued combatants who often serve as a form of magical artillery on the battlefield.;
Wizards were a form of a spellcaster who learned the art of arcane magic through research and learning.  What wizards lacked in combat prowess and armor they made up with a broad range of magical spells and abilities learned through years of practice and training. Through their spellcasting ability, powerful wizards could control the battlefield, using spells that affected wide areas, often hindering enemies, while also learning to use powerful rituals of arcane power.;
When casting spells, wizards often used arcane accessories, or implements, such as staffs, orbs, or wands. These implements concentrated the arcane power in a spell, increasing its effectiveness. All wizards had a degree of specialization in implements, preferring one kind over another. Some took a liking to orbs, which they used to increase the duration of their spells' effects. Others preferred using wands to enhance their accuracy or staves to defend themselves. The most basic spells available to wizards were known as cantrips and required little skill on the part of the wizard in order for them to be cast. Such spells were typically small tricks of magic such as creating a light source, a sound, or moving a small object telekinetically.;
Wizards were also skilled in the use of rituals, powerful spells that require a significant amount of time and energy to cast, thereby making them impractical in battle but immensely useful in non-combat applications. As with their daily spells (spells which a wizard can only master once per day), wizards kept these rituals written in a spellbook, where each ritual took up at least a page, with complexity and page length directly proportional to the power inherent in a ritual.;
A familiar was a normal animal that gained new powers and became a magical beast when summoned to service by a sorcerer or wizard.;
Wizards cast their spells by using their acquired magical knowledge and experience. In particular, they learn most new spells by seeking out magical writings and copying them into their spellbooks, a method that allows them, unlike bards or sorcerers, to master any number of permissible spells once they find them, assembling a broad and versatile arsenal of power. Many wizards see themselves not only as spell casters but as philosophers, inventors, and scientists, studying a system of natural laws that are for the most part unknown and undiscovered.;
This is the common view of a wizard casting: voicing several strange words, utilizing some arcane component (such as tossing pixie dust into the air), and perhaps making some sort of quirky hand movement. In actuality every part of the sequence must be exact or else the wizard may miscast, misfire, cast an entirely different spell, or cast nothing at all.;
A wizard still in his apprentice stage.Wizards may specialize in one or more of eight schools of magic, choosing their specialty early on in their training. This specialization is sometimes required in order to join the ranks of some of the world's most prestigious wizards, such as the Great Wizards of Misty Swamp, who require all initiates to be specialized in one of the schools of magic.;
Specialist wizards are treated and regarded as wizards by the world at large in spite of this specialization and many regarded themselves as such, though sometimes distinctions are made for diviners, illusionists, and necromancers. ;
Wizards who specialize in abjuration magic, spells that deflect or interact with other spells, are known as abjurers. These wizards are usually deliberate and prudent, seeing many other wizard specialists as reckless or wasteful. They like to be prepared, be it in research or adventuring, and often devote their free time to working out strategies for confronting other arcane spellcasters.;
These wizards in battle are not as much a danger to those who forego magic for martial combat but those who use arcane or even divine spells will find abjurers deadly opponents. As aforementioned abjurers are often well-prepared for combating spellcasters of all stripes and are a valuable addition to any team intent on fighting wielders of supernatural abilities.;
Stereotypes of faeries and wizards are often similar, they tend to see magic as a blunt instrument. In battle, they do tend to be unflinching in danger, confident in their summoned power to overcome any threat.;
The typical Swamp Wizard is chaotic in alignment and in a reversal of the wizard stereotype favor quick and easy solutions over long and carefully planned out ones. Many are also evil or neutral, unperturbed by paths to power that involve unsavory, evil or outright despicable methods. Most Swamp Wizards like isolation, as it means they can carry out their dangerous experiments undisturbed by others and only leave their enclaves either to accumulate more power or the necessary wealth to continue their research.;
Bein' a wizard means knowin' power can flow in more than one direction.;
The wizard (or magician) is a damage-dealing spell-caster that specializes in burst damage and area of effect spells. Mages are well known for their formidable damage output, as well as their range of crowd control abilities. Mages are also capable of performing a number of utility roles, from conjuring refreshments for their allies to teleporting or opening Portals to major cities.;
Wizards wear only cloth armor, but compensate for this with a range of armor spells, wreathing themselves in flame, frost or even arcane energies. Nonetheless, when fighting melee opponents, wizards stay alive by incapacitating attackers and always keeping one step ahead - and well out of reach. Wizards are quick and can blink away from attackers, use invisibility to slip into the shadows. Wizards are masters of kiting, and can use their enviable range of snares and crowd control abilities to defeat whole groups of opponents without putting a hair out of place.;
A Wizard gains their spellcasting power by making a deal with a demon or another dark being.;
Wizards of Misty Swamp are humans who chose to live in the wilds, so far removed from humanity that they might as well be fair folk. They are usually cruel but can sometimes be seen as a ruthless force for justice.;
A number of black-aligned spellcrafters are called wizards (though some are shamans instead of wizards). Some are necromancers, others make demonic pacts.;
Misty Swamp wizards are mostly green and white-aligned warlocks that follow primordial, pagan traditions. After their leader's death they have taken to organising large festivities, hoping to beat back the darkness and lengthen the days. Members of the coven seem to have made a pact with a god.;
Wizards of Misty Swamp can utilize their skill to ensure that enemies focus on them, defending weaker members of their group. Their potent healing abilities ensure that their allies remain in fighting shape and can be resurrect, while they charge their weapons with holy might, allowing them to deal additional damage with their strikes. As champions of order, wizards are extremely potent in a group - their blessings and auras can improve damage and survivability for both themselves and their party, while withstanding heavy physical damage with plate armor and strong defensive abilities.;
Wizards talents increase their ability to heal the wounded, strengthen their capacity to protect their companions, and allow them to deal out vicious damage in the name of justice.;
This is the call of the wizard: to protect the weak, to bring justice to the unjust, and to vanquish evil from the darkest corners of the world. These holy warriors are equipped with plate armor so they can confront the toughest of foes, and the blessing of the light allows them to heal wounds and, in some cases, even restore life to the dead. The light grants wizards additional power against the undead and demons, ensuring that these profane beings corrupt the world no longer.;
Wizards are not only zealots, but also guardians of the righteous, and they bestow blessings on those the light would shine upon. The light radiates from wizards, and worthy allies who stand near them are emboldened by its power.;
Good Wizards do battle to protect the world from the forces of shadow. Powerful warriors in their own right, they can also call upon the light to heal wounds, create shields of force, and incinerate evil creatures. ;
Good Wizards are champions who call upon the light to heal wounds and combat evil.;
Good Wizards are bastions of divine light, meting out justice with magic and might.;
Evil Wizards do battle to spread the shadows into the world. Powerful warriors in their own right, they can also call upon the evil creatures and shadows which would serve them in the battle.;
Evil Wizards are dark avengers who call upon the darkness to spread evil and conquer the world.;
Evil Wizards are hosts of dark forces, sowing pestilence and horror.;
OTHER;
A master of the javelin and bow, the amazon reacts to combat situations with superhuman agility. She relies on magic prowess to enhance her significant martial abilities.The amazon is a powerful woman warrior of the Specular Waters, who belongs to nomadic bands who roam the plains near the Specular Waters. The wandering of these groups often brings them into conflict with other peoples, so the amazon is accustomed to fighting to defend.;
The druids are a nomadic race who hail from the untamed lands of Enchanted Forest. Rugged and beautiful, the home of the druids is teeming with werewolves and other abominations lurking within the encroaching wilderness. To survive and rule over these wilds, the druids must forfeit their humanity to awaken the beast within. The druids are a race of nomadic warrior-poet-kings. They are shapeshifters, they can change into their spirit animal.;
All that I am: anger, cruelty, vengeance - I bestow upon you, my chosen knight. I have granted you immortality so that you may herald in a new, dark age for the scourge.;
Death knights are melee fighters that wield dark magic and rune forged weapons.;
Death knights engage their foes up-close, supplementing swings of their weapons with dark magic that renders enemies vulnerable or damages them with unholy power. They drag foes into one-on-one conflicts, compelling them to focus their attacks away from weaker companions. To prevent their enemies from fleeing their grasp, death knights must remain mindful of the power they call forth from runes, and pace their attacks appropriately. To protect themselves and their fellows from death in battle, death knights gird themselves in heavy armor and parry attacks with their blades. They have a personal connection with their blades, and can forge runes into them in order to increase their power, these runeblades are empowered with dark magic and they can expend the power of their runes for vicious attacks.;
Death knight talents can bolster their defensive abilities by focusing on their ability to heal themselves, increase their damage and spell attacks, or summon forth minions and diseases by making use of their runes.;
Primary death knight attributes are strength and stamina. Most important secondary attributes are usually haste and critical strike, though certain specializations and rotations may favor mastery.;
When the king's control of his death knights was broken, his former champions sought revenge for the horrors committed under his command. After their vengeance was won, the death knights found themselves without a cause and without a home. One by one they trickled into the land of the living in search of a new purpose. Frost sharpens their strikes blood fortifies their bodies and undeath allows them to erupt in unholy rage in the heat of battle. A thousand atrocities are etched in the eyes of every death knight, and foes who gaze into them too long will feel the warmth pulled from their bodies, replaced with cold steel.;
Ten thousand years ago, the night elves founded a vast empire, but their reckless use of primal magic brought them to ruin. In grief, they withdrew to the forests and remained isolated there until the return of their ancient enemy. With no other choice, the night elves emerged at last from their seclusion to fight for their place in the new world.An ancient and mystical race, the once-immortal elves have had a hand in shaping centuries of history. They are bound inextricably to the natural forces around them and live a self-sufficient, reclusive lifestyle.For ten thousand years, the immortal night elves cultivated a druidic society within the shadowed recesses of Ashenvale Forest. Yet recently, the catastrophic invasion of the Burning Legion shattered the tranquility of their ancient civilization. Led by the Arch-Druid Malfurion Stormrage and the Priestess Tyrande Whisperwind, the mighty night elves rose to challenge the demonic onslaught. Though victorious, the night elves were forced to sacrifice their cherished immortality and watch their beloved forests burn. Seeking to regain their immortality, a number of wayward druids conspired to plant a special tree that would reestablish a link between their spirits and the eternal world. Despite Malfurion's warning that nature would never bless such a selfish act. The druids planted the great tree, Teldrassil, off the stormy coasts of northern Kalimdor. Among the twilight boughs of the colossal tree, the wondrous city of Darnassus took root. However, the great tree was not consecrated with nature's blessing and soon fell prey to the corruption of the Burning Legion. Now the wildlife and even the limbs of the great tree itself are tainted by a growing darkness. It is your sworn duty to defend Darnassus and the wild children of nature against the Legion's encroaching corruption.After years of imprisonment within the Emerald Nightmare, Archdruid Malfurion Stormrage has finally returned to the mortal world. Reunited with his love, Tyrande Whisperwind, Malfurion endeavors now to heal the corrupted world tree, Teldrassil, and rejuvenate the spirit of the night elf people. Yet, as the great cataclysm shakes the boughs of their colossal tree, the night elves brace themselves against the coming storm. As war and destruction close in from all sides, is falls to night elves like you to stand strong and protect the enduring legacy of your people. Amongst the oldest races on elves, this ancient people saw the world nearly sundered by their own reckless use of magic. Forsaking the primal magics of their past, the elves then went on to live harmoniously with nature. After thousands of years in isolation, the night elves eventually made contact with the younger races and found common goals alongside them, resulting in their alliance with the races of men, dwarves, and gnomekind.;
They start in Misty Swamp, an area located inside the great world. The elven capital was Misty Swamp Residence, where their queen and her husband led their people. After the great boughs of their home were burned down by the horde, however, night elves canonically have no main base of operations. The night elves has long rode the mighty nightsaber, and their racial language is elfish. The common tongue is a secondary language they share with their allies.;
For the alliance, the druid class was exclusive to the night elves.;
Barbarians are combatants who fight alone or in loose hordes. Unlike soldiers, whose strength is in their numbers, a single barbarian is often content to take on the world all by him- or herself. Barbarians favor brute strength over cunning, sheer will over tactics. Many barbbarians have trample.;
Druids, like clerics, are masters of magic that are powered by faith, often backed up with prowess in combat. They are nature priests and mostly green-aligned. Druids are strongly tied to plants, animals, fertility, the element of earth, and the land about them.;
Druids often congregate in groups away from civilization. The vast majority of druids wield green mana, but some channel white or black mana as well. Green-aligned races such as elves produce many druids.;
Elvish druids, respected for their wisdom, are the leaders of elf bands. When situations arise that concern the elves as a group, a council of all the druids convene to solve the problem. No single druid holds authority over the council, but by longstanding tradition, the five eldest druids hold seats of honor-representing the five magical sites of their ancient realm.;
Enchantresses or enchanters are a particular kind of druid specializing in shaping enchantments.;
